Resp. Origem;Resp. Destino;Rota;Coleta;Entrega;Terminais;Fixo das Unidades;Redespacho Coleta/Redespacho Entrega;Transferencias;Vazios;Custo Matriz;Total
POA;MGF;POA_MGF;3,75%;3,27%;30,43%;25,85%;0,00%;10,06%;7,64%;19,00%;100,00%
SJP;MGF;SJP_MGF;4,47%;3,23%;44,59%;14,99%;0,00%;9,64%;4,07%;19,00%;100,00%
CXJ;MGF;CXJ_MGF;5,67%;2,91%;27,87%;26,13%;0,00%;10,35%;8,07%;19,00%;100,00%
SJP;MGF;PPB_MGF;0,00%;2,78%;38,30%;8,31%;16,88%;8,28%;6,45%;19,00%;100,00%
RIO;MGF;RIO_MGF;12,44%;4,83%;43,60%;0,00%;0,00%;14,04%;6,09%;19,00%;100,00%
BHZ;MGF;JDF_MGF;0,00%;3,64%;34,90%;0,00%;25,90%;11,96%;4,59%;19,00%;100,00%
BHZ;MGF;DIV_MGF;0,00%;4,58%;43,93%;0,00%;11,66%;15,05%;5,78%;19,00%;100,00%
BHZ;MGF;BHZ_MGF;6,73%;4,91%;47,05%;0,00%;0,00%;16,12%;6,19%;19,00%;100,00%
UDI;MGF;UDI_MGF;6,15%;5,71%;51,54%;0,00%;0,00%;10,41%;7,19%;19,00%;100,00%
RIO;MGF;CAW_MGF;0,00%;3,87%;34,89%;0,00%;26,14%;11,23%;4,87%;19,00%;100,00%
VIX;MGF;VIX_MGF;3,98%;4,29%;36,31%;15,93%;0,00%;15,08%;5,40%;19,00%;100,00%
GYN;MGF;GYN_MGF;8,60%;4,90%;42,49%;0,00%;0,00%;18,83%;6,18%;19,00%;100,00%
BSB;MGF;BSB_MGF;7,13%;4,19%;44,34%;0,00%;0,00%;18,67%;6,67%;19,00%;100,00%
FES;MGF;VDC_MGF;0,00%;3,30%;25,88%;0,00%;31,44%;16,21%;4,16%;19,00%;100,00%
FES;MGF;ITN_MGF;0,00%;3,53%;27,65%;0,00%;28,05%;17,32%;4,45%;19,00%;100,00%
SSA;MGF;SSA_MGF;9,04%;4,26%;41,22%;0,00%;0,00%;21,10%;5,37%;19,00%;100,00%
FES;MGF;FES_MGF;3,75%;5,15%;40,34%;0,00%;0,00%;25,27%;6,49%;19,00%;100,00%
BSB;MGF;CGR_MGF;43,51%;2,95%;19,72%;0,00%;0,00%;11,11%;3,71%;19,00%;100,00%
BSB;MGF;PMW_MGF;0,00%;2,71%;28,66%;0,00%;29,90%;12,07%;7,66%;19,00%;100,00%
BSB;MGF;CGB_MGF;41,15%;2,41%;21,63%;0,00%;0,00%;11,93%;3,88%;19,00%;100,00%
REC;MGF;PNZ_MGF;0,00%;2,92%;26,45%;0,00%;29,40%;18,55%;3,68%;19,00%;100,00%
AJU;MGF;AJU_MGF;11,77%;4,05%;36,63%;0,00%;0,00%;23,45%;5,10%;19,00%;100,00%
MCZ;MGF;MCZ_MGF;6,88%;4,14%;39,96%;0,00%;0,00%;24,79%;5,22%;19,00%;100,00%
FOR;MGF;IMP_MGF;0,00%;2,83%;25,46%;0,00%;30,22%;18,93%;3,56%;19,00%;100,00%
REC;MGF;CAU_MGF;0,00%;3,05%;27,61%;0,00%;27,14%;19,36%;3,84%;19,00%;100,00%
FOR;MGF;THE_MGF;0,00%;2,84%;25,61%;0,00%;29,93%;19,04%;3,58%;19,00%;100,00%
REC;MGF;REC_MGF;8,67%;4,09%;37,08%;0,00%;0,00%;26,00%;5,16%;19,00%;100,00%
JPA;MGF;JPA_MGF;5,83%;4,21%;37,91%;0,00%;0,00%;27,74%;5,31%;19,00%;100,00%
NAT;MGF;NAT_MGF;6,99%;3,91%;38,56%;0,00%;0,00%;26,62%;4,92%;19,00%;100,00%
FOR;MGF;SLZ_MGF;0,00%;2,89%;26,06%;0,00%;29,03%;19,37%;3,65%;19,00%;100,00%
FOR;MGF;FOR_MGF;7,74%;4,08%;36,73%;0,00%;0,00%;27,31%;5,14%;19,00%;100,00%
BEL;MGF;BEL_MGF;7,74%;4,56%;47,64%;0,00%;0,00%;13,70%;7,36%;19,00%;100,00%
FES;NAT;FES_NAT;5,94%;14,61%;25,92%;17,60%;0,00%;8,46%;8,46%;19,00%;100,00%
FES;NAT;ITN_NAT;0,00%;8,23%;14,60%;6,68%;36,54%;4,77%;10,19%;19,00%;100,00%
FES;NAT;VDC_NAT;0,00%;7,48%;13,28%;6,08%;39,79%;4,33%;10,03%;19,00%;100,00%
SSA;NAT;SSA_NAT;9,38%;7,92%;27,21%;23,88%;0,00%;6,39%;6,22%;19,00%;100,00%
AJU;NAT;AJU_NAT;14,28%;8,79%;21,59%;21,79%;0,00%;9,46%;5,09%;19,00%;100,00%
REC;NAT;PNZ_NAT;0,00%;6,25%;19,34%;7,53%;35,14%;9,12%;3,62%;19,00%;100,00%
MCZ;NAT;MCZ_NAT;8,44%;9,10%;25,33%;22,12%;0,00%;10,73%;5,27%;19,00%;100,00%
REC;NAT;CAU_NAT;0,00%;6,58%;20,36%;7,93%;32,72%;9,60%;3,81%;19,00%;100,00%
REC;NAT;REC_NAT;9,66%;8,16%;25,25%;21,29%;0,00%;11,91%;4,73%;19,00%;100,00%
VIX;NAT;VIX_NAT;4,68%;9,00%;24,91%;14,49%;0,00%;14,39%;13,53%;19,00%;100,00%
BHZ;NAT;BHZ_NAT;5,80%;7,56%;25,63%;15,59%;0,00%;13,81%;12,61%;19,00%;100,00%
BSB;NAT;BSB_NAT;7,43%;7,82%;22,23%;15,54%;0,00%;14,45%;13,53%;19,00%;100,00%
BSB;NAT;PMW_NAT;0,00%;5,33%;15,15%;6,42%;32,86%;9,85%;11,40%;19,00%;100,00%
RIO;NAT;CAW_NAT;0,00%;6,07%;18,69%;7,32%;22,95%;12,16%;13,81%;19,00%;100,00%
BHZ;NAT;DIV_NAT;0,00%;7,25%;24,57%;8,73%;10,30%;13,24%;16,92%;19,00%;100,00%
BHZ;NAT;JDF_NAT;0,00%;5,87%;19,90%;7,08%;23,34%;10,72%;14,09%;19,00%;100,00%
GYN;NAT;GYN_NAT;7,76%;7,91%;22,78%;10,95%;0,00%;16,35%;15,25%;19,00%;100,00%
RIO;NAT;RIO_NAT;10,32%;7,17%;22,08%;13,64%;0,00%;14,37%;13,42%;19,00%;100,00%
BHZ;NAT;PSA_NAT;0,00%;5,67%;19,22%;6,83%;34,24%;10,36%;4,67%;19,00%;100,00%
CPQ;NAT;SJK_NAT;0,00%;5,44%;16,64%;6,55%;22,61%;15,03%;14,74%;19,00%;100,00%
CPQ;NAT;CPQ_NAT;6,66%;5,96%;18,24%;17,19%;0,00%;16,47%;16,47%;19,00%;100,00%
SAO;NAT;SAO_NAT;4,71%;6,48%;23,55%;10,08%;0,00%;18,09%;18,09%;19,00%;100,00%
SAO;NAT;SSZ_NAT;0,00%;4,82%;17,51%;5,81%;25,87%;13,45%;13,54%;19,00%;100,00%
CPQ;NAT;SOD_NAT;0,00%;5,74%;17,54%;6,91%;18,51%;15,84%;16,46%;19,00%;100,00%
BAU;NAT;BAU_NAT;7,08%;4,91%;25,20%;12,44%;0,00%;16,07%;15,29%;19,00%;100,00%
RAO;NAT;RAO_NAT;6,49%;5,37%;24,45%;12,59%;0,00%;17,12%;14,98%;19,00%;100,00%
CWB;NAT;CWB_NAT;4,71%;5,21%;23,62%;15,89%;0,00%;17,05%;14,53%;19,00%;100,00%
JOI;NAT;JOI_NAT;3,49%;5,60%;25,83%;11,88%;0,00%;18,57%;15,63%;19,00%;100,00%
BSB;NAT;CGB_NAT;33,05%;3,46%;10,58%;9,97%;0,00%;14,38%;9,55%;19,00%;100,00%
BSB;NAT;CGR_NAT;31,67%;3,84%;13,94%;5,97%;0,00%;14,88%;10,71%;19,00%;100,00%
SJP;NAT;SJP_NAT;3,46%;4,48%;34,06%;11,09%;0,00%;15,40%;12,51%;19,00%;100,00%
ITJ;NAT;ITJ_NAT;0,00%;5,81%;26,81%;9,04%;3,85%;19,27%;16,22%;19,00%;100,00%
BNU;NAT;BNU_NAT;3,24%;5,85%;28,09%;11,17%;0,00%;16,33%;16,33%;19,00%;100,00%
LDB;NAT;LDB_NAT;4,43%;5,42%;24,19%;10,75%;0,00%;18,25%;17,96%;19,00%;100,00%
FLN;NAT;FLN_NAT;3,44%;5,25%;26,52%;12,66%;0,00%;18,50%;14,64%;19,00%;100,00%
SJP;NAT;PPB_NAT;0,00%;3,98%;30,22%;6,18%;13,51%;13,67%;13,46%;19,00%;100,00%
UDI;NAT;UDI_NAT;3,43%;5,70%;28,15%;11,91%;0,00%;15,91%;15,91%;19,00%;100,00%
MGF;NAT;MGF_NAT;3,01%;5,39%;25,24%;13,19%;0,00%;19,14%;15,04%;19,00%;100,00%
BEL;NAT;BEL_NAT;5,32%;5,60%;21,75%;20,76%;0,00%;17,18%;10,39%;19,00%;100,00%
FLN;NAT;LAJ_NAT;0,00%;4,50%;22,76%;7,00%;18,29%;15,88%;12,57%;19,00%;100,00%
FLN;NAT;CCM_NAT;0,00%;4,20%;21,24%;6,53%;22,48%;14,81%;11,73%;19,00%;100,00%
LDB;NAT;CAC_NAT;0,00%;4,65%;20,76%;7,23%;15,64%;15,67%;17,05%;19,00%;100,00%
FLN;NAT;XAP_NAT;0,00%;4,55%;23,03%;7,08%;17,56%;16,06%;12,71%;19,00%;100,00%
CXJ;NAT;CXJ_NAT;6,05%;5,56%;20,97%;11,93%;0,00%;20,98%;15,52%;19,00%;100,00%
POA;NAT;POA_NAT;3,26%;5,08%;25,73%;13,15%;0,00%;19,60%;14,17%;19,00%;100,00%
NAT;NAT;NAT_NAT;37,90%;0,00%;43,10%;0,00%;0,00%;0,00%;0,00%;19,00%;100,00%
JPA;NAT;JPA_NAT;16,35%;21,15%;37,81%;0,00%;0,00%;5,70%;0,00%;19,00%;100,00%
FOR;NAT;THE_NAT;0,00%;6,65%;20,38%;0,00%;39,09%;11,04%;3,85%;19,00%;100,00%
FOR;NAT;FOR_NAT;11,66%;10,99%;33,72%;0,00%;0,00%;18,26%;6,37%;19,00%;100,00%
FOR;NAT;IMP_NAT;0,00%;6,60%;20,23%;0,00%;39,40%;10,96%;3,82%;19,00%;100,00%
FOR;NAT;SLZ_NAT;0,00%;6,80%;20,85%;0,00%;38,12%;11,29%;3,94%;19,00%;100,00%
BSB;BSB;PMW_PMW;0,00%;0,00%;11,97%;0,00%;69,03%;0,00%;0,00%;19,00%;100,00%
GYN;BSB;GYN_PMW;8,28%;52,16%;9,32%;1,51%;0,00%;2,31%;7,42%;19,00%;100,00%
SAO;BSB;SAO_PMW;5,03%;42,78%;12,88%;2,42%;0,00%;7,34%;10,55%;19,00%;100,00%
SAO;BSB;SSZ_PMW;0,00%;31,19%;9,39%;0,00%;27,13%;5,35%;7,94%;19,00%;100,00%
FES;BSB;VDC_PMW;0,00%;29,32%;8,27%;0,85%;25,27%;8,23%;9,07%;19,00%;100,00%
BAU;BSB;BAU_PMW;7,45%;31,88%;17,34%;6,86%;0,00%;7,95%;9,53%;19,00%;100,00%
RAO;BSB;RAO_PMW;6,86%;35,01%;15,77%;6,47%;0,00%;8,27%;8,63%;19,00%;100,00%
CWB;BSB;CWB_PMW;4,97%;33,89%;15,18%;10,14%;0,00%;8,47%;8,36%;19,00%;100,00%
JOI;BSB;JOI_PMW;3,70%;36,61%;16,84%;5,43%;0,00%;9,39%;9,03%;19,00%;100,00%
FES;BSB;ITN_PMW;0,00%;30,54%;8,61%;0,88%;21,98%;8,57%;10,41%;19,00%;100,00%
BSB;BSB;BSB_PMW;7,84%;50,87%;8,82%;6,46%;0,00%;0,00%;7,01%;19,00%;100,00%
SJP;BSB;SJP_PMW;3,63%;28,95%;27,33%;5,96%;0,00%;8,00%;7,14%;19,00%;100,00%
BNU;BSB;BNU_PMW;3,44%;38,35%;18,81%;4,37%;0,00%;6,58%;9,45%;19,00%;100,00%
ITJ;BSB;ITJ_PMW;0,00%;38,08%;17,52%;2,16%;4,08%;9,77%;9,39%;19,00%;100,00%
FES;BSB;FES_PMW;2,57%;38,99%;11,00%;3,61%;0,00%;10,94%;13,89%;19,00%;100,00%
SJP;BSB;PPB_PMW;0,00%;25,55%;24,12%;1,45%;14,07%;7,06%;8,76%;19,00%;100,00%
FLN;BSB;FLN_PMW;3,63%;34,16%;18,17%;6,69%;0,00%;9,93%;8,42%;19,00%;100,00%
UDI;BSB;UDI_PMW;3,64%;37,30%;19,13%;5,34%;0,00%;6,40%;9,20%;19,00%;100,00%
MGF;BSB;MGF_PMW;3,18%;35,15%;16,57%;7,08%;0,00%;10,36%;8,67%;19,00%;100,00%
FLN;BSB;LAJ_PMW;0,00%;29,10%;15,47%;1,65%;19,15%;8,45%;7,17%;19,00%;100,00%
SSA;BSB;SSA_PMW;5,48%;28,56%;15,74%;11,02%;0,00%;9,07%;11,13%;19,00%;100,00%
FLN;BSB;CCM_PMW;0,00%;27,07%;14,39%;1,53%;23,47%;7,86%;6,67%;19,00%;100,00%
AJU;BSB;AJU_PMW;7,98%;30,31%;11,90%;9,07%;0,00%;10,94%;10,80%;19,00%;100,00%
FLN;BSB;XAP_PMW;0,00%;29,45%;15,66%;1,67%;18,40%;8,56%;7,26%;19,00%;100,00%
CXJ;BSB;CXJ_PMW;6,41%;36,33%;11,76%;5,54%;0,00%;12,02%;8,96%;19,00%;100,00%
POA;BSB;POA_PMW;3,44%;33,01%;17,62%;7,41%;0,00%;11,38%;8,14%;19,00%;100,00%
REC;BSB;PNZ_PMW;0,00%;24,70%;12,25%;2,29%;22,51%;10,46%;8,80%;19,00%;100,00%
MCZ;BSB;MCZ_PMW;4,64%;30,90%;13,77%;9,00%;0,00%;11,67%;11,01%;19,00%;100,00%
REC;BSB;CAU_PMW;0,00%;25,52%;12,65%;2,36%;20,57%;10,80%;9,09%;19,00%;100,00%
REC;BSB;REC_PMW;5,57%;29,06%;14,41%;9,30%;0,00%;12,30%;10,36%;19,00%;100,00%
BSB;BSB;CGB_PMW;30,45%;19,66%;10,01%;6,46%;0,00%;8,95%;5,48%;19,00%;100,00%
JPA;BSB;JPA_PMW;4,00%;31,91%;12,36%;7,57%;0,00%;13,80%;11,37%;19,00%;100,00%
NAT;BSB;NAT_PMW;4,93%;30,43%;14,19%;6,82%;0,00%;13,79%;10,84%;19,00%;100,00%
VIX;BSB;VIX_PMW;2,84%;33,75%;20,28%;7,87%;0,00%;6,72%;9,54%;19,00%;100,00%
FOR;BSB;THE_PMW;0,00%;24,18%;11,89%;2,24%;23,05%;11,02%;8,62%;19,00%;100,00%
FOR;BSB;FOR_PMW;5,02%;29,20%;14,35%;8,72%;0,00%;13,31%;10,41%;19,00%;100,00%
BHZ;BSB;BHZ_PMW;4,54%;36,58%;16,11%;6,14%;0,00%;7,29%;10,34%;19,00%;100,00%
RIO;BSB;CAW_PMW;0,00%;30,04%;15,38%;1,70%;18,39%;8,09%;7,41%;19,00%;100,00%
BHZ;BSB;DIV_PMW;0,00%;37,30%;16,43%;1,08%;8,59%;7,43%;10,18%;19,00%;100,00%
BHZ;BSB;JDF_PMW;0,00%;30,92%;13,62%;0,89%;19,91%;6,16%;9,50%;19,00%;100,00%
FOR;BSB;IMP_PMW;0,00%;24,08%;11,83%;2,23%;23,31%;10,98%;8,58%;19,00%;100,00%
FOR;BSB;SLZ_PMW;0,00%;24,51%;12,04%;2,27%;22,27%;11,17%;8,73%;19,00%;100,00%
RIO;BSB;RIO_PMW;7,77%;33,33%;17,07%;5,65%;0,00%;8,97%;8,22%;19,00%;100,00%
BSB;BSB;CGR_PMW;32,94%;24,63%;7,41%;1,40%;0,00%;8,56%;6,07%;19,00%;100,00%
BHZ;BSB;PSA_PMW;0,00%;26,03%;11,46%;0,75%;25,47%;5,19%;12,10%;19,00%;100,00%
CPQ;BSB;SJK_PMW;0,00%;29,39%;14,96%;1,67%;19,80%;6,73%;8,45%;19,00%;100,00%
CPQ;BSB;CPQ_PMW;5,81%;32,06%;16,32%;10,54%;0,00%;7,34%;8,93%;19,00%;100,00%
CPQ;BSB;SOD_PMW;0,00%;31,50%;16,03%;1,79%;16,47%;7,21%;7,99%;19,00%;100,00%
LDB;BSB;LDB_PMW;4,68%;35,36%;15,41%;4,47%;0,00%;9,37%;11,71%;19,00%;100,00%
LDB;BSB;CAC_PMW;0,00%;30,11%;13,12%;1,71%;16,40%;7,98%;11,69%;19,00%;100,00%
BEL;BSB;BEL_PMW;5,30%;34,44%;22,08%;0,00%;0,00%;9,59%;9,59%;19,00%;100,00%
FES;REC;FES_PNZ;3,73%;51,54%;5,84%;3,60%;0,00%;9,77%;6,52%;19,00%;100,00%
FES;REC;ITN_PNZ;0,00%;36,14%;4,10%;0,00%;28,55%;6,85%;5,36%;19,00%;100,00%
FES;REC;VDC_PNZ;0,00%;33,80%;3,83%;0,00%;31,97%;6,41%;4,99%;19,00%;100,00%
SSA;REC;SSA_PNZ;7,10%;33,69%;13,77%;13,20%;0,00%;7,75%;5,50%;19,00%;100,00%
AJU;REC;AJU_PNZ;10,52%;36,41%;8,54%;10,80%;0,00%;10,12%;4,60%;19,00%;100,00%
REC;REC;CAU_PNZ;0,00%;36,14%;8,48%;0,00%;31,97%;0,00%;4,42%;19,00%;100,00%
REC;REC;REC_PNZ;10,06%;47,79%;11,21%;11,93%;0,00%;0,00%;0,00%;19,00%;100,00%
VIX;REC;VIX_PNZ;3,42%;37,07%;10,74%;5,25%;0,00%;13,74%;10,78%;19,00%;100,00%
BHZ;REC;BHZ_PNZ;4,43%;32,52%;13,03%;7,23%;0,00%;13,38%;10,41%;19,00%;100,00%
BSB;REC;BSB_PNZ;5,64%;33,36%;10,13%;6,98%;0,00%;13,85%;11,04%;19,00%;100,00%
BSB;REC;PMW_PNZ;0,00%;24,62%;7,47%;1,72%;27,02%;10,22%;9,95%;19,00%;100,00%
RIO;REC;CAW_PNZ;0,00%;27,39%;9,45%;1,91%;18,40%;12,12%;11,72%;19,00%;100,00%
BHZ;REC;DIV_PNZ;0,00%;31,48%;12,61%;2,20%;7,95%;12,95%;13,81%;19,00%;100,00%
BHZ;REC;JDF_PNZ;0,00%;26,66%;10,68%;1,86%;18,84%;10,96%;12,00%;19,00%;100,00%
GYN;REC;GYN_PNZ;5,87%;33,67%;10,42%;3,42%;0,00%;15,29%;12,33%;19,00%;100,00%
FOR;REC;SLZ_PNZ;0,00%;27,75%;9,52%;1,94%;27,68%;10,60%;3,51%;19,00%;100,00%
RIO;REC;RIO_PNZ;7,99%;31,24%;10,78%;6,05%;0,00%;13,83%;11,12%;19,00%;100,00%
BHZ;REC;PSA_PNZ;0,00%;25,92%;10,38%;1,81%;27,83%;10,66%;4,40%;19,00%;100,00%
CPQ;REC;SJK_PNZ;0,00%;25,05%;8,56%;1,75%;18,52%;14,47%;12,65%;19,00%;100,00%
CPQ;REC;CPQ_PNZ;5,36%;26,99%;9,22%;9,94%;0,00%;15,59%;13,89%;19,00%;100,00%
SAO;REC;SAO_PNZ;3,72%;28,85%;12,80%;3,81%;0,00%;16,82%;15,00%;19,00%;100,00%
SAO;REC;SSZ_PNZ;0,00%;22,66%;10,06%;1,58%;21,64%;13,21%;11,85%;19,00%;100,00%
CPQ;REC;SOD_PNZ;0,00%;26,15%;8,93%;1,83%;15,01%;15,11%;13,96%;19,00%;100,00%
BAU;REC;BAU_PNZ;5,90%;23,02%;16,35%;7,04%;0,00%;15,39%;13,29%;19,00%;100,00%
RAO;REC;RAO_PNZ;5,33%;24,78%;15,06%;6,76%;0,00%;16,20%;12,88%;19,00%;100,00%
CWB;REC;CWB_PNZ;3,89%;24,16%;14,61%;9,62%;0,00%;16,16%;12,56%;19,00%;100,00%
JOI;REC;JOI_PNZ;2,84%;25,65%;15,86%;5,97%;0,00%;17,35%;13,33%;19,00%;100,00%
BSB;REC;CGB_PNZ;28,98%;17,05%;5,83%;6,28%;0,00%;14,08%;8,78%;19,00%;100,00%
BSB;REC;CGR_PNZ;27,40%;18,66%;8,28%;2,46%;0,00%;14,49%;9,70%;19,00%;100,00%
SJP;REC;SJP_PNZ;2,93%;21,31%;24,50%;6,30%;0,00%;14,87%;11,08%;19,00%;100,00%
BNU;REC;BNU_PNZ;2,61%;26,57%;17,32%;5,18%;0,00%;15,49%;13,81%;19,00%;100,00%
ITJ;REC;ITJ_PNZ;0,00%;26,44%;16,34%;3,49%;3,11%;17,88%;13,74%;19,00%;100,00%
LDB;REC;LDB_PNZ;3,63%;24,97%;14,77%;5,21%;0,00%;17,12%;15,30%;19,00%;100,00%
SJP;REC;PPB_PNZ;0,00%;19,24%;22,12%;2,54%;11,63%;13,43%;12,03%;19,00%;100,00%
FLN;REC;FLN_PNZ;2,58%;22,18%;19,33%;8,55%;0,00%;15,95%;12,40%;19,00%;100,00%
UDI;REC;UDI_PNZ;2,79%;26,02%;17,59%;5,91%;0,00%;15,17%;13,52%;19,00%;100,00%
MGF;REC;MGF_PNZ;2,47%;24,85%;15,68%;7,23%;0,00%;17,85%;12,92%;19,00%;100,00%
FLN;REC;LAJ_PNZ;0,00%;19,59%;17,08%;4,56%;14,16%;14,09%;11,52%;19,00%;100,00%
BEL;REC;BEL_PNZ;4,33%;25,66%;12,53%;13,20%;0,00%;16,22%;9,06%;19,00%;100,00%
FLN;REC;CCM_PNZ;0,00%;18,54%;16,16%;4,32%;17,65%;13,34%;11,00%;19,00%;100,00%
LDB;REC;CAC_PNZ;0,00%;22,00%;13,01%;2,91%;13,15%;15,08%;14,85%;19,00%;100,00%
FLN;REC;XAP_PNZ;0,00%;19,60%;17,08%;4,56%;13,44%;14,09%;12,23%;19,00%;100,00%
CXJ;REC;CXJ_PNZ;4,93%;25,50%;11,95%;6,05%;0,00%;19,32%;13,25%;19,00%;100,00%
POA;REC;POA_PNZ;2,44%;21,33%;18,63%;8,89%;0,00%;16,63%;13,08%;19,00%;100,00%
REC;REC;PNZ_PNZ;0,00%;0,00%;15,39%;0,00%;65,61%;0,00%;0,00%;19,00%;100,00%
MCZ;REC;MCZ_PNZ;7,11%;43,07%;12,62%;0,00%;0,00%;12,76%;5,44%;19,00%;100,00%
JPA;REC;JPA_PNZ;6,02%;43,80%;10,03%;0,00%;0,00%;15,61%;5,54%;19,00%;100,00%
NAT;REC;NAT_PNZ;7,21%;40,52%;12,79%;0,00%;0,00%;15,36%;5,12%;19,00%;100,00%
FOR;REC;THE_PNZ;0,00%;27,95%;9,59%;0,00%;29,24%;10,68%;3,53%;19,00%;100,00%
FOR;REC;FOR_PNZ;7,49%;39,70%;13,63%;0,00%;0,00%;15,16%;5,02%;19,00%;100,00%
FOR;REC;IMP_PNZ;0,00%;27,80%;9,54%;0,00%;29,53%;10,62%;3,51%;19,00%;100,00%
POA;POA;POA_POA;16,70%;0,00%;37,36%;26,94%;0,00%;0,00%;0,00%;19,00%;100,00%
CXJ;POA;CXJ_POA;16,21%;9,56%;23,48%;24,22%;0,00%;3,95%;3,58%;19,00%;100,00%
JOI;POA;JOI_POA;7,90%;8,14%;30,63%;20,30%;0,00%;7,36%;6,67%;19,00%;100,00%
CWB;POA;CWB_POA;9,38%;6,66%;24,28%;26,26%;0,00%;8,03%;6,39%;19,00%;100,00%
BNU;POA;BNU_POA;5,54%;6,43%;35,92%;19,58%;0,00%;7,10%;6,43%;19,00%;100,00%
ITJ;POA;ITJ_POA;0,00%;9,75%;36,68%;15,72%;10,04%;8,81%;0,00%;19,00%;100,00%
FLN;POA;FLN_POA;5,79%;5,67%;33,93%;21,74%;0,00%;7,27%;6,59%;19,00%;100,00%
FLN;POA;LAJ_POA;0,00%;4,38%;26,19%;10,92%;27,70%;5,61%;6,20%;19,00%;100,00%
FLN;POA;CCM_POA;0,00%;3,94%;23,57%;9,83%;32,84%;5,05%;5,77%;19,00%;100,00%
LDB;POA;LDB_POA;6,71%;5,27%;26,07%;24,33%;0,00%;10,13%;8,48%;19,00%;100,00%
SAO;POA;SAO_POA;7,25%;6,42%;32,92%;13,85%;0,00%;10,28%;10,28%;19,00%;100,00%
SAO;POA;SSZ_POA;0,00%;4,20%;21,56%;6,78%;35,14%;6,73%;6,58%;19,00%;100,00%
FLN;POA;XAP_POA;0,00%;4,38%;26,19%;10,92%;26,29%;5,61%;7,60%;19,00%;100,00%
CPQ;POA;CPQ_POA;9,83%;5,65%;23,92%;23,86%;0,00%;8,87%;8,87%;19,00%;100,00%
CPQ;POA;SJK_POA;0,00%;4,91%;20,77%;7,91%;31,75%;7,71%;7,95%;19,00%;100,00%
CPQ;POA;SOD_POA;0,00%;5,41%;22,90%;8,72%;27,18%;8,50%;8,29%;19,00%;100,00%
MGF;POA;MGF_POA;3,79%;4,36%;28,66%;26,15%;0,00%;9,77%;8,28%;19,00%;100,00%
LDB;POA;CAC_POA;0,00%;4,28%;21,17%;16,89%;22,42%;8,22%;8,02%;19,00%;100,00%
BHZ;POA;PSA_POA;0,00%;3,25%;24,83%;7,01%;30,54%;9,32%;6,06%;19,00%;100,00%
RAO;POA;RAO_POA;9,16%;4,86%;31,92%;16,47%;0,00%;10,81%;7,79%;19,00%;100,00%
BAU;POA;BAU_POA;9,65%;4,30%;32,08%;15,82%;0,00%;10,10%;9,05%;19,00%;100,00%
SJP;POA;SJP_POA;4,58%;3,80%;42,98%;13,64%;0,00%;9,91%;6,09%;19,00%;100,00%
SJP;POA;PPB_POA;0,00%;3,25%;36,80%;7,02%;17,22%;8,49%;8,22%;19,00%;100,00%
RIO;POA;RIO_POA;12,48%;5,57%;39,87%;0,00%;0,00%;14,16%;8,92%;19,00%;100,00%
BHZ;POA;JDF_POA;0,00%;4,20%;32,07%;0,00%;25,97%;12,04%;6,72%;19,00%;100,00%
BHZ;POA;DIV_POA;0,00%;5,28%;40,39%;0,00%;11,69%;15,17%;8,46%;19,00%;100,00%
BHZ;POA;BHZ_POA;6,76%;5,66%;43,27%;0,00%;0,00%;16,25%;9,07%;19,00%;100,00%
UDI;POA;UDI_POA;6,17%;6,58%;47,16%;0,00%;0,00%;10,54%;10,54%;19,00%;100,00%
RIO;POA;CAW_POA;0,00%;4,45%;31,88%;0,00%;26,21%;11,32%;7,13%;19,00%;100,00%
GYN;POA;GYN_POA;13,57%;8,89%;35,16%;0,00%;0,00%;23,38%;0,00%;19,00%;100,00%
VIX;POA;VIX_POA;4,98%;6,16%;41,08%;0,00%;0,00%;18,92%;9,86%;19,00%;100,00%
BSB;POA;BSB_POA;10,38%;7,01%;39,40%;0,00%;0,00%;22,18%;2,03%;19,00%;100,00%
FES;POA;VDC_POA;0,00%;3,81%;23,29%;0,00%;31,51%;16,30%;6,09%;19,00%;100,00%
FES;POA;ITN_POA;0,00%;4,07%;24,89%;0,00%;28,12%;17,42%;6,51%;19,00%;100,00%
BSB;POA;CGR_POA;43,60%;3,39%;17,40%;0,00%;0,00%;11,17%;5,43%;19,00%;100,00%
BSB;POA;PMW_POA;0,00%;3,90%;21,93%;0,00%;37,49%;12,34%;5,33%;19,00%;100,00%
BSB;POA;CGB_POA;47,40%;3,19%;13,49%;0,00%;0,00%;11,92%;5,00%;19,00%;100,00%
SSA;POA;SSA_POA;9,07%;4,91%;37,92%;0,00%;0,00%;21,23%;7,87%;19,00%;100,00%
FES;POA;FES_POA;3,76%;5,94%;36,35%;0,00%;0,00%;25,44%;9,51%;19,00%;100,00%
REC;POA;PNZ_POA;0,00%;3,36%;24,16%;0,00%;29,45%;18,63%;5,39%;19,00%;100,00%
AJU;POA;AJU_POA;11,80%;4,66%;33,49%;0,00%;0,00%;23,58%;7,47%;19,00%;100,00%
MCZ;POA;MCZ_POA;6,90%;4,78%;36,75%;0,00%;0,00%;24,92%;7,65%;19,00%;100,00%
FOR;POA;IMP_POA;0,00%;3,26%;23,24%;0,00%;30,28%;19,01%;5,21%;19,00%;100,00%
