ROTA;ORIGEM;DESTINO;UF_ORIGEM;UF_DESTINO;10-Frete Peso;20-Frete Peso;30-Frete Peso;50-Frete Peso;75-Frete Peso;100-Frete Peso;999,999,999.9999-Frete Peso;999,999,999.9999-Frete Valor
GUDIFES;GUDI;FES;MG;BA; R$ 199,34 ; R$ 234,23 ; R$ 276,20 ; R$ 352,78 ; R$ 487,09 ; R$ 721,53 ; R$ 7,22 ;0,93%
GUDIFLN;GUDI;FLN;MG;SC; R$ 133,10 ; R$ 156,39 ; R$ 184,42 ; R$ 235,55 ; R$ 325,23 ; R$ 481,76 ; R$ 4,82 ;0,83%
GUDIFOR;GUDI;FOR;MG;CE; R$ 259,15 ; R$ 304,49 ; R$ 359,05 ; R$ 458,61 ; R$ 633,20 ; R$ 937,99 ; R$ 9,38 ;1,24%
GUDIGOI;GUDI;GOI;MG;GO; R$ 202,73 ; R$ 238,20 ; R$ 280,88 ; R$ 358,76 ; R$ 495,34 ; R$ 733,76 ; R$ 7,33 ;0,83%
GUDIGOI2;GUDI;GOI2;MG;GO; R$ 249,51 ; R$ 293,16 ; R$ 345,70 ; R$ 441,54 ; R$ 609,65 ; R$ 903,09 ; R$ 9,03 ;0,83%
GUDIGUDI;GUDI;GUDI;MG;MG; R$ 133,82 ; R$ 157,24 ; R$ 185,42 ; R$ 236,83 ; R$ 326,99 ; R$ 484,38 ; R$ 4,85 ;0,83%
GUDIGUDI2;GUDI;GUDI2;MG;MG; R$ 164,71 ; R$ 193,53 ; R$ 228,21 ; R$ 291,48 ; R$ 402,46 ; R$ 596,17 ; R$ 5,97 ;0,83%
GUDIGYN;GUDI;GYN;MG;GO; R$ 155,94 ; R$ 183,23 ; R$ 216,06 ; R$ 275,97 ; R$ 381,03 ; R$ 564,42 ; R$ 5,64 ;0,83%
GUDIITJ;GUDI;ITJ;MG;SC; R$ 141,75 ; R$ 166,56 ; R$ 196,40 ; R$ 250,85 ; R$ 346,35 ; R$ 513,06 ; R$ 5,13 ;0,83%
GUDIJOI;GUDI;JOI;MG;SC; R$ 142,30 ; R$ 167,20 ; R$ 197,16 ; R$ 251,83 ; R$ 347,71 ; R$ 515,08 ; R$ 5,15 ;0,83%
GUDIJPA;GUDI;JPA;MG;PB; R$ 239,21 ; R$ 281,07 ; R$ 331,43 ; R$ 423,33 ; R$ 584,50 ; R$ 865,83 ; R$ 8,66 ;1,24%
GUDILDB;GUDI;LDB;MG;PR; R$ 163,52 ; R$ 192,12 ; R$ 226,55 ; R$ 289,37 ; R$ 399,53 ; R$ 591,84 ; R$ 5,93 ;0,91%
GUDIMAI;GUDI;MAI;MG;MA; R$ 362,80 ; R$ 426,29 ; R$ 502,68 ; R$ 642,04 ; R$ 886,49 ; R$ 1.313,17 ; R$ 13,13 ;1,35%
GUDIMAI2;GUDI;MAI2;MG;MA; R$ 446,53 ; R$ 524,65 ; R$ 618,68 ; R$ 790,21 ; R$ 1.091,06 ; R$ 1.616,22 ; R$ 16,16 ;1,35%
GUDIMCP;GUDI;MCP;MG;AP; R$ 434,22 ; R$ 510,21 ; R$ 601,63 ; R$ 768,44 ; R$ 1.061,00 ; R$ 1.571,69 ; R$ 15,72 ;1,35%
GUDIMCZ;GUDI;MCZ;MG;AL; R$ 219,28 ; R$ 257,64 ; R$ 303,82 ; R$ 388,05 ; R$ 535,79 ; R$ 793,68 ; R$ 7,94 ;1,24%
GUDIMGF;GUDI;MGF;MG;PR; R$ 156,09 ; R$ 183,39 ; R$ 216,27 ; R$ 276,23 ; R$ 381,39 ; R$ 564,97 ; R$ 5,66 ;0,91%
GUDIMGI;GUDI;MGI;MG;MG; R$ 133,82 ; R$ 157,24 ; R$ 185,42 ; R$ 236,83 ; R$ 326,99 ; R$ 484,38 ; R$ 4,85 ;0,62%
GUDIMGI2;GUDI;MGI2;MG;MG; R$ 153,25 ; R$ 180,06 ; R$ 212,33 ; R$ 271,21 ; R$ 374,46 ; R$ 554,69 ; R$ 5,55 ;0,62%
GUDIMSI;GUDI;MSI;MG;MS; R$ 628,28 ; R$ 738,21 ; R$ 870,50 ; R$ 1.111,86 ; R$ 1.535,16 ; R$ 2.274,08 ; R$ 22,75 ;0,83%
GUDIMSI2;GUDI;MSI2;MG;MS; R$ 863,90 ; R$ 1.015,04 ; R$ 1.196,94 ; R$ 1.528,80 ; R$ 2.110,84 ; R$ 3.126,85 ; R$ 31,26 ;0,83%
GUDIMTI;GUDI;MTI;MG;MT; R$ 657,64 ; R$ 772,70 ; R$ 911,17 ; R$ 1.163,81 ; R$ 1.606,89 ; R$ 2.380,33 ; R$ 23,80 ;0,83%
GUDIMTI2;GUDI;MTI2;MG;MT; R$ 904,26 ; R$ 1.062,47 ; R$ 1.252,86 ; R$ 1.600,24 ; R$ 2.209,47 ; R$ 3.272,95 ; R$ 32,73 ;0,83%
GUDINAT;GUDI;NAT;MG;RN; R$ 249,18 ; R$ 292,77 ; R$ 345,25 ; R$ 440,96 ; R$ 608,85 ; R$ 901,90 ; R$ 9,02 ;1,24%
GUDIPAI;GUDI;PAI;MG;PA; R$ 714,61 ; R$ 839,64 ; R$ 990,12 ; R$ 1.264,64 ; R$ 1.746,10 ; R$ 2.586,55 ; R$ 25,86 ;1,24%
GUDIPAI2;GUDI;PAI2;MG;PA; R$ 982,60 ; R$ 1.154,52 ; R$ 1.361,41 ; R$ 1.738,88 ; R$ 2.400,89 ; R$ 3.556,51 ; R$ 35,57 ;1,24%
GUDIPBI;GUDI;PBI;MG;PB; R$ 310,98 ; R$ 365,38 ; R$ 430,86 ; R$ 550,33 ; R$ 759,85 ; R$ 1.125,59 ; R$ 11,25 ;1,24%
GUDIPBI2;GUDI;PBI2;MG;PB; R$ 382,74 ; R$ 449,70 ; R$ 530,30 ; R$ 677,33 ; R$ 935,19 ; R$ 1.385,33 ; R$ 13,85 ;1,24%
GUDIPEI;GUDI;PEI;MG;PE; R$ 298,02 ; R$ 350,16 ; R$ 412,91 ; R$ 527,40 ; R$ 728,18 ; R$ 1.078,68 ; R$ 10,79 ;1,24%
GUDIPEI2;GUDI;PEI2;MG;PE; R$ 366,80 ; R$ 430,96 ; R$ 508,20 ; R$ 649,11 ; R$ 896,23 ; R$ 1.327,61 ; R$ 13,27 ;1,24%
GUDIPII;GUDI;PII;MG;PI; R$ 349,85 ; R$ 411,07 ; R$ 484,73 ; R$ 619,12 ; R$ 854,83 ; R$ 1.266,28 ; R$ 12,67 ;1,24%
GUDIPII2;GUDI;PII2;MG;PI; R$ 430,59 ; R$ 505,92 ; R$ 596,58 ; R$ 762,00 ; R$ 1.052,09 ; R$ 1.558,50 ; R$ 15,58 ;1,24%
GUDIPMW;GUDI;PMW;MG;TO; R$ 256,74 ; R$ 301,67 ; R$ 355,73 ; R$ 454,35 ; R$ 627,33 ; R$ 929,29 ; R$ 9,29 ;0,88%
GUDIPOA;GUDI;POA;MG;RS; R$ 141,91 ; R$ 166,74 ; R$ 196,61 ; R$ 251,13 ; R$ 346,73 ; R$ 513,63 ; R$ 5,14 ;0,83%
GUDIPPB;GUDI;PPB;MG;SP; R$ 164,20 ; R$ 192,92 ; R$ 227,50 ; R$ 290,57 ; R$ 401,19 ; R$ 594,31 ; R$ 5,94 ;0,83%
GUDIPPB2;GUDI;PPB2;MG;SP; R$ 202,09 ; R$ 237,45 ; R$ 279,99 ; R$ 357,62 ; R$ 493,78 ; R$ 731,46 ; R$ 7,32 ;0,83%
GUDIPRI;GUDI;PRI;MG;PR; R$ 184,47 ; R$ 216,75 ; R$ 255,59 ; R$ 326,46 ; R$ 450,75 ; R$ 667,69 ; R$ 6,68 ;0,83%
GUDIPRI2;GUDI;PRI2;MG;PR; R$ 227,05 ; R$ 266,77 ; R$ 314,57 ; R$ 401,79 ; R$ 554,76 ; R$ 821,78 ; R$ 8,22 ;0,83%
GUDIRAO;GUDI;RAO;MG;SP; R$ 138,94 ; R$ 163,24 ; R$ 192,50 ; R$ 245,86 ; R$ 339,48 ; R$ 502,87 ; R$ 5,03 ;0,62%
GUDIRAO2;GUDI;RAO2;MG;SP; R$ 202,09 ; R$ 237,45 ; R$ 279,99 ; R$ 357,62 ; R$ 493,78 ; R$ 731,46 ; R$ 7,32 ;0,83%
GUDIREC;GUDI;REC;MG;PE; R$ 229,25 ; R$ 269,36 ; R$ 317,62 ; R$ 405,69 ; R$ 560,15 ; R$ 829,76 ; R$ 8,30 ;1,24%
GUDIRIO;GUDI;RIO;MG;RJ; R$ 146,03 ; R$ 171,58 ; R$ 202,33 ; R$ 258,43 ; R$ 356,81 ; R$ 528,56 ; R$ 5,28 ;0,62%
GUDIRJI;GUDI;RJI;MG;RJ; R$ 194,16 ; R$ 228,15 ; R$ 269,02 ; R$ 343,61 ; R$ 474,43 ; R$ 702,79 ; R$ 7,03 ;0,83%
GUDIRJI2;GUDI;RJI2;MG;RJ; R$ 212,09 ; R$ 249,19 ; R$ 293,84 ; R$ 375,32 ; R$ 518,20 ; R$ 767,62 ; R$ 7,68 ;0,83%
GUDIRNI;GUDI;RNI;MG;RN; R$ 323,93 ; R$ 380,61 ; R$ 448,81 ; R$ 573,26 ; R$ 791,51 ; R$ 1.172,48 ; R$ 11,73 ;1,24%
GUDIRNI2;GUDI;RNI2;MG;RN; R$ 398,69 ; R$ 468,44 ; R$ 552,39 ; R$ 705,55 ; R$ 974,16 ; R$ 1.443,05 ; R$ 14,43 ;1,24%
GUDIRSI;GUDI;RSI;MG;RS; R$ 212,48 ; R$ 249,66 ; R$ 294,40 ; R$ 376,02 ; R$ 519,18 ; R$ 769,07 ; R$ 7,69 ;0,83%
GUDIRSI2;GUDI;RSI2;MG;RS; R$ 258,69 ; R$ 303,95 ; R$ 358,41 ; R$ 457,79 ; R$ 632,08 ; R$ 936,31 ; R$ 9,37 ;0,83%
GUDISAO;GUDI;SAO;MG;SP; R$ 113,89 ; R$ 133,80 ; R$ 157,79 ; R$ 201,53 ; R$ 278,26 ; R$ 412,20 ; R$ 4,13 ;0,62%
GUDISCI;GUDI;SCI;MG;SC; R$ 185,92 ; R$ 218,45 ; R$ 257,59 ; R$ 329,01 ; R$ 454,28 ; R$ 672,93 ; R$ 6,73 ;0,83%
GUDISCI2;GUDI;SCI2;MG;SC; R$ 228,83 ; R$ 268,85 ; R$ 317,04 ; R$ 404,94 ; R$ 559,11 ; R$ 828,23 ; R$ 8,29 ;0,83%
GUDISEI;GUDI;SEI;MG;SE; R$ 272,10 ; R$ 319,71 ; R$ 377,00 ; R$ 481,53 ; R$ 664,87 ; R$ 984,88 ; R$ 9,85 ;1,03%
GUDISEI2;GUDI;SEI2;MG;SE; R$ 334,90 ; R$ 393,49 ; R$ 464,01 ; R$ 592,66 ; R$ 818,29 ; R$ 1.212,16 ; R$ 12,13 ;1,03%
GUDISJK;GUDI;SJK;MG;SP; R$ 132,96 ; R$ 156,21 ; R$ 184,21 ; R$ 235,28 ; R$ 324,85 ; R$ 481,22 ; R$ 4,81 ;0,62%
GUDISJK2;GUDI;SJK2;MG;SP; R$ 202,09 ; R$ 237,45 ; R$ 279,99 ; R$ 357,62 ; R$ 493,78 ; R$ 731,46 ; R$ 7,32 ;0,62%
GUDISJP;GUDI;SJP;MG;SP; R$ 163,34 ; R$ 191,92 ; R$ 226,31 ; R$ 289,05 ; R$ 399,11 ; R$ 591,21 ; R$ 5,91 ;0,83%
GUDISJP2;GUDI;SJP2;MG;SP; R$ 202,09 ; R$ 237,45 ; R$ 279,99 ; R$ 357,62 ; R$ 493,78 ; R$ 731,46 ; R$ 7,32 ;0,83%
GUDISLZ;GUDI;SLZ;MG;MA; R$ 279,09 ; R$ 327,92 ; R$ 386,67 ; R$ 493,88 ; R$ 681,92 ; R$ 1.010,14 ; R$ 10,10 ;1,35%
GUDISOD;GUDI;SOD;MG;SP; R$ 132,96 ; R$ 156,21 ; R$ 184,21 ; R$ 235,28 ; R$ 324,85 ; R$ 481,22 ; R$ 4,81 ;0,62%
GUDISOD2;GUDI;SOD2;MG;SP; R$ 202,09 ; R$ 237,45 ; R$ 279,99 ; R$ 357,62 ; R$ 493,78 ; R$ 731,46 ; R$ 7,32 ;0,72%
GUDISSA;GUDI;SSA;MG;BA; R$ 199,34 ; R$ 234,23 ; R$ 276,20 ; R$ 352,78 ; R$ 487,09 ; R$ 721,53 ; R$ 7,22 ;0,93%
GUDISSZ;GUDI;SSZ;MG;SP; R$ 164,20 ; R$ 192,92 ; R$ 227,50 ; R$ 290,57 ; R$ 401,19 ; R$ 594,31 ; R$ 5,94 ;0,62%
GUDISSZ2;GUDI;SSZ2;MG;SP; R$ 202,09 ; R$ 237,45 ; R$ 279,99 ; R$ 357,62 ; R$ 493,78 ; R$ 731,46 ; R$ 7,32 ;0,62%
GUDITHE;GUDI;THE;MG;PI; R$ 269,11 ; R$ 316,20 ; R$ 372,87 ; R$ 476,25 ; R$ 657,56 ; R$ 974,06 ; R$ 9,74 ;1,24%
GUDITOI;GUDI;TOI;MG;TO; R$ 410,79 ; R$ 482,67 ; R$ 569,15 ; R$ 726,97 ; R$ 1.003,74 ; R$ 1.486,86 ; R$ 14,87 ;0,88%
GUDITOI2;GUDI;TOI2;MG;TO; R$ 564,84 ; R$ 663,66 ; R$ 782,59 ; R$ 999,58 ; R$ 1.380,14 ; R$ 2.044,42 ; R$ 20,44 ;0,88%
GUDIUDI;GUDI;UDI;MG;MG; R$ 131,36 ; R$ 154,34 ; R$ 182,01 ; R$ 232,46 ; R$ 320,97 ; R$ 475,46 ; R$ 4,76 ;0,83%
GUDIVIX;GUDI;VIX;MG;ES; R$ 142,85 ; R$ 167,86 ; R$ 197,93 ; R$ 252,82 ; R$ 349,07 ; R$ 517,07 ; R$ 5,17 ;0,83%
GUDI2AJU;GUDI2;AJU;MG;SE; R$ 257,62 ; R$ 302,68 ; R$ 356,93 ; R$ 455,89 ; R$ 629,45 ; R$ 932,43 ; R$ 9,33 ;1,03%
GUDI2ALI;GUDI2;ALI;MG;AL; R$ 350,84 ; R$ 412,23 ; R$ 486,11 ; R$ 620,88 ; R$ 857,26 ; R$ 1.269,89 ; R$ 12,69 ;1,24%
GUDI2ALI2;GUDI2;ALI2;MG;AL; R$ 431,81 ; R$ 507,36 ; R$ 598,28 ; R$ 764,16 ; R$ 1.055,09 ; R$ 1.562,94 ; R$ 15,63 ;1,24%
GUDI2API;GUDI2;API;MG;AP; R$ 955,31 ; R$ 1.122,44 ; R$ 1.323,59 ; R$ 1.690,58 ; R$ 2.334,19 ; R$ 3.457,72 ; R$ 34,58 ;1,35%
GUDI2API2;GUDI2;API2;MG;API2; R$ 1.313,55 ; R$ 1.543,35 ; R$ 1.819,94 ; R$ 2.324,54 ; R$ 3.209,52 ; R$ 4.754,36 ; R$ 47,54 ;1,35%
GUDI2ARU;GUDI2;ARU;MG;SP; R$ 231,64 ; R$ 272,18 ; R$ 320,94 ; R$ 409,93 ; R$ 566,00 ; R$ 838,44 ; R$ 8,39 ;0,83%
GUDI2ARU2;GUDI2;ARU2;MG;SP; R$ 248,72 ; R$ 292,23 ; R$ 344,61 ; R$ 440,15 ; R$ 607,73 ; R$ 900,25 ; R$ 9,01 ;0,83%
GUDI2BAI;GUDI2;BAI;MG;BA; R$ 318,95 ; R$ 374,75 ; R$ 441,92 ; R$ 564,44 ; R$ 779,33 ; R$ 1.154,44 ; R$ 11,55 ;0,93%
GUDI2BAI2;GUDI2;BAI2;MG;BA; R$ 392,56 ; R$ 461,24 ; R$ 543,89 ; R$ 694,69 ; R$ 959,17 ; R$ 1.420,85 ; R$ 14,21 ;0,93%
GUDI2BAU;GUDI2;BAU;MG;SP; R$ 171,00 ; R$ 200,91 ; R$ 236,92 ; R$ 302,61 ; R$ 417,82 ; R$ 618,92 ; R$ 6,19 ;0,72%
GUDI2BAU2;GUDI2;BAU2;MG;SP; R$ 248,72 ; R$ 292,23 ; R$ 344,61 ; R$ 440,15 ; R$ 607,73 ; R$ 900,25 ; R$ 9,01 ;0,83%
GUDI2BEL;GUDI2;BEL;MG;PA; R$ 614,13 ; R$ 721,57 ; R$ 850,88 ; R$ 1.086,80 ; R$ 1.500,56 ; R$ 2.222,82 ; R$ 22,23 ;1,24%
GUDI2BHZ;GUDI2;BHZ;MG;MG; R$ 119,98 ; R$ 140,98 ; R$ 166,24 ; R$ 212,34 ; R$ 293,18 ; R$ 434,30 ; R$ 4,34 ;0,62%
GUDI2BNU;GUDI2;BNU;MG;SC; R$ 164,28 ; R$ 193,02 ; R$ 227,61 ; R$ 290,73 ; R$ 401,40 ; R$ 594,62 ; R$ 5,95 ;0,83%
GUDI2BSB;GUDI2;BSB;MG;DF; R$ 195,02 ; R$ 229,15 ; R$ 270,22 ; R$ 345,13 ; R$ 476,53 ; R$ 705,90 ; R$ 7,06 ;0,83%
GUDI2CEI;GUDI2;CEI;MG;CE; R$ 414,64 ; R$ 487,18 ; R$ 574,49 ; R$ 733,78 ; R$ 1.013,13 ; R$ 1.500,77 ; R$ 15,01 ;1,24%
GUDI2CEI2;GUDI2;CEI2;MG;CE; R$ 510,32 ; R$ 599,61 ; R$ 707,06 ; R$ 903,10 ; R$ 1.246,92 ; R$ 1.847,11 ; R$ 18,47 ;1,24%
GUDI2CGB;GUDI2;CGB;MG;MT; R$ 565,16 ; R$ 664,04 ; R$ 783,04 ; R$ 1.000,14 ; R$ 1.380,92 ; R$ 2.045,60 ; R$ 20,45 ;0,83%
GUDI2CGR;GUDI2;CGR;MG;MS; R$ 539,94 ; R$ 634,40 ; R$ 748,08 ; R$ 955,50 ; R$ 1.319,28 ; R$ 1.954,29 ; R$ 19,54 ;0,83%
GUDI2CPF;GUDI2;CPF;MG;SP; R$ 202,09 ; R$ 237,45 ; R$ 279,99 ; R$ 357,62 ; R$ 493,78 ; R$ 731,46 ; R$ 7,32 ;0,62%
GUDI2CPF2;GUDI2;CPF2;MG;SP; R$ 248,72 ; R$ 292,23 ; R$ 344,61 ; R$ 440,15 ; R$ 607,73 ; R$ 900,25 ; R$ 9,01 ;0,62%
GUDI2CPQ;GUDI2;CPQ;MG;SP; R$ 150,51 ; R$ 176,85 ; R$ 208,54 ; R$ 266,36 ; R$ 367,77 ; R$ 544,79 ; R$ 5,45 ;0,62%
GUDI2CWB;GUDI2;CWB;MG;PR; R$ 162,17 ; R$ 190,54 ; R$ 224,69 ; R$ 287,00 ; R$ 396,25 ; R$ 586,97 ; R$ 5,88 ;0,83%
GUDI2DIV;GUDI2;DIV;MG;MG; R$ 126,69 ; R$ 148,86 ; R$ 175,54 ; R$ 224,21 ; R$ 309,58 ; R$ 458,59 ; R$ 4,59 ;0,62%
GUDI2ESI;GUDI2;ESI;MG;ES; R$ 215,49 ; R$ 253,18 ; R$ 298,56 ; R$ 381,33 ; R$ 526,51 ; R$ 779,94 ; R$ 7,80 ;0,83%
GUDI2ESI2;GUDI2;ESI2;MG;ES; R$ 265,21 ; R$ 311,61 ; R$ 367,45 ; R$ 469,34 ; R$ 648,02 ; R$ 959,93 ; R$ 9,60 ;0,83%
GUDI2FES;GUDI2;FES;MG;BA; R$ 245,35 ; R$ 288,28 ; R$ 339,93 ; R$ 434,19 ; R$ 599,49 ; R$ 888,04 ; R$ 8,88 ;0,93%
GUDI2FLN;GUDI2;FLN;MG;SC; R$ 153,71 ; R$ 180,61 ; R$ 212,98 ; R$ 272,03 ; R$ 375,59 ; R$ 556,37 ; R$ 5,56 ;0,83%
GUDI2FOR;GUDI2;FOR;MG;CE; R$ 318,95 ; R$ 374,75 ; R$ 441,92 ; R$ 564,44 ; R$ 779,33 ; R$ 1.154,44 ; R$ 11,55 ;1,24%
GUDI2GOI;GUDI2;GOI;MG;GO; R$ 256,12 ; R$ 300,93 ; R$ 354,87 ; R$ 453,25 ; R$ 625,81 ; R$ 927,03 ; R$ 9,27 ;0,83%
GUDI2GOI2;GUDI2;GOI2;MG;GO; R$ 307,09 ; R$ 360,82 ; R$ 425,47 ; R$ 543,44 ; R$ 750,34 ; R$ 1.111,49 ; R$ 11,11 ;0,83%
GUDI2GUDI;GUDI2;GUDI;MG;MG; R$ 164,71 ; R$ 193,53 ; R$ 228,21 ; R$ 291,48 ; R$ 402,46 ; R$ 596,17 ; R$ 5,97 ;0,83%
GUDI2GUDI2;GUDI2;GUDI2;MG;MG; R$ 202,72 ; R$ 238,18 ; R$ 280,87 ; R$ 358,74 ; R$ 495,32 ; R$ 733,74 ; R$ 7,33 ;0,83%
GUDI2GYN;GUDI2;GYN;MG;GO; R$ 186,12 ; R$ 218,68 ; R$ 257,87 ; R$ 329,37 ; R$ 454,77 ; R$ 673,67 ; R$ 6,74 ;0,83%
GUDI2ITJ;GUDI2;ITJ;MG;SC; R$ 174,46 ; R$ 204,98 ; R$ 241,71 ; R$ 308,74 ; R$ 426,27 ; R$ 631,46 ; R$ 6,31 ;0,83%
GUDI2JOI;GUDI2;JOI;MG;SC; R$ 164,44 ; R$ 193,20 ; R$ 227,82 ; R$ 290,99 ; R$ 401,77 ; R$ 595,16 ; R$ 5,95 ;0,83%
GUDI2JPA;GUDI2;JPA;MG;PB; R$ 294,42 ; R$ 345,93 ; R$ 407,92 ; R$ 521,02 ; R$ 719,38 ; R$ 1.065,64 ; R$ 10,66 ;1,24%
GUDI2LDB;GUDI2;LDB;MG;PR; R$ 192,11 ; R$ 225,72 ; R$ 266,17 ; R$ 339,98 ; R$ 469,41 ; R$ 695,35 ; R$ 6,96 ;0,91%
GUDI2MAI;GUDI2;MAI;MG;MA; R$ 446,53 ; R$ 524,65 ; R$ 618,68 ; R$ 790,21 ; R$ 1.091,06 ; R$ 1.616,22 ; R$ 16,16 ;1,35%
GUDI2MAI2;GUDI2;MAI2;MG;MA; R$ 549,58 ; R$ 645,73 ; R$ 761,44 ; R$ 972,58 ; R$ 1.342,84 ; R$ 1.989,19 ; R$ 19,90 ;1,35%
GUDI2MCP;GUDI2;MCP;MG;AP; R$ 597,07 ; R$ 701,53 ; R$ 827,25 ; R$ 1.056,61 ; R$ 1.458,88 ; R$ 2.161,08 ; R$ 21,61 ;1,35%
GUDI2MCZ;GUDI2;MCZ;MG;AL; R$ 273,96 ; R$ 321,90 ; R$ 379,58 ; R$ 484,82 ; R$ 669,39 ; R$ 991,61 ; R$ 9,92 ;1,24%
GUDI2MGF;GUDI2;MGF;MG;PR; R$ 192,11 ; R$ 225,72 ; R$ 266,17 ; R$ 339,98 ; R$ 469,41 ; R$ 695,35 ; R$ 6,96 ;0,91%
GUDI2MGI;GUDI2;MGI;MG;MG; R$ 155,68 ; R$ 182,91 ; R$ 215,69 ; R$ 275,50 ; R$ 380,38 ; R$ 563,47 ; R$ 5,64 ;0,62%
GUDI2MGI2;GUDI2;MGI2;MG;MG; R$ 189,90 ; R$ 223,12 ; R$ 263,11 ; R$ 336,06 ; R$ 464,01 ; R$ 687,35 ; R$ 6,87 ;0,62%
GUDI2MSI;GUDI2;MSI;MG;MS; R$ 863,90 ; R$ 1.015,04 ; R$ 1.196,94 ; R$ 1.528,80 ; R$ 2.110,84 ; R$ 3.126,85 ; R$ 31,26 ;0,83%
GUDI2MSI2;GUDI2;MSI2;MG;MS; R$ 1.187,86 ; R$ 1.395,68 ; R$ 1.645,79 ; R$ 2.102,11 ; R$ 2.902,41 ; R$ 4.299,43 ; R$ 42,99 ;0,83%
GUDI2MTI;GUDI2;MTI;MG;MT; R$ 904,26 ; R$ 1.062,47 ; R$ 1.252,86 ; R$ 1.600,24 ; R$ 2.209,47 ; R$ 3.272,95 ; R$ 32,73 ;0,83%
GUDI2MTI2;GUDI2;MTI2;MG;MT; R$ 1.243,35 ; R$ 1.460,89 ; R$ 1.722,68 ; R$ 2.200,32 ; R$ 3.038,02 ; R$ 4.500,31 ; R$ 45,00 ;0,88%
GUDI2NAT;GUDI2;NAT;MG;RN; R$ 306,68 ; R$ 360,34 ; R$ 424,92 ; R$ 542,73 ; R$ 749,36 ; R$ 1.110,05 ; R$ 11,10 ;1,24%
GUDI2PAI;GUDI2;PAI;MG;PA; R$ 982,60 ; R$ 1.154,52 ; R$ 1.361,41 ; R$ 1.738,88 ; R$ 2.400,89 ; R$ 3.556,51 ; R$ 35,57 ;1,24%
GUDI2PAI2;GUDI2;PAI2;MG;PA; R$ 1.351,08 ; R$ 1.587,45 ; R$ 1.871,93 ; R$ 2.390,95 ; R$ 3.301,23 ; R$ 4.890,20 ; R$ 48,91 ;1,24%
GUDI2PBI;GUDI2;PBI;MG;PB; R$ 382,74 ; R$ 449,70 ; R$ 530,30 ; R$ 677,33 ; R$ 935,19 ; R$ 1.385,33 ; R$ 13,85 ;1,24%
GUDI2PBI2;GUDI2;PBI2;MG;PB; R$ 471,07 ; R$ 553,48 ; R$ 652,68 ; R$ 833,64 ; R$ 1.151,01 ; R$ 1.705,02 ; R$ 17,05 ;1,24%
GUDI2PEI;GUDI2;PEI;MG;PE; R$ 366,80 ; R$ 430,96 ; R$ 508,20 ; R$ 649,11 ; R$ 896,23 ; R$ 1.327,61 ; R$ 13,27 ;1,24%
GUDI2PEI2;GUDI2;PEI2;MG;PE; R$ 451,44 ; R$ 530,43 ; R$ 625,47 ; R$ 798,89 ; R$ 1.103,05 ; R$ 1.633,98 ; R$ 16,34 ;1,24%
GUDI2PII;GUDI2;PII;MG;PI; R$ 430,59 ; R$ 505,92 ; R$ 596,58 ; R$ 762,00 ; R$ 1.052,09 ; R$ 1.558,50 ; R$ 15,58 ;1,24%
GUDI2PII2;GUDI2;PII2;MG;PI; R$ 529,95 ; R$ 622,67 ; R$ 734,25 ; R$ 937,83 ; R$ 1.294,89 ; R$ 1.918,15 ; R$ 19,18 ;1,24%
GUDI2PMW;GUDI2;PMW;MG;TO; R$ 353,02 ; R$ 414,79 ; R$ 489,12 ; R$ 624,74 ; R$ 862,58 ; R$ 1.277,77 ; R$ 12,77 ;0,88%
GUDI2POA;GUDI2;POA;MG;RS; R$ 174,04 ; R$ 204,49 ; R$ 241,13 ; R$ 307,99 ; R$ 425,25 ; R$ 629,94 ; R$ 6,30 ;0,83%
GUDI2PPB;GUDI2;PPB;MG;SP; R$ 202,09 ; R$ 237,45 ; R$ 279,99 ; R$ 357,62 ; R$ 493,78 ; R$ 731,46 ; R$ 7,32 ;0,83%
GUDI2PPB2;GUDI2;PPB2;MG;SP; R$ 248,72 ; R$ 292,23 ; R$ 344,61 ; R$ 440,15 ; R$ 607,73 ; R$ 900,25 ; R$ 9,01 ;0,83%
GUDI2PRI;GUDI2;PRI;MG;PR; R$ 197,63 ; R$ 232,20 ; R$ 273,81 ; R$ 349,73 ; R$ 482,88 ; R$ 715,31 ; R$ 7,16 ;0,83%
GUDI2PRI2;GUDI2;PRI2;MG;PR; R$ 279,43 ; R$ 328,33 ; R$ 387,16 ; R$ 494,51 ; R$ 682,78 ; R$ 1.011,42 ; R$ 10,12 ;0,83%
GUDI2RAO;GUDI2;RAO;MG;SP; R$ 174,36 ; R$ 204,86 ; R$ 241,57 ; R$ 308,55 ; R$ 426,02 ; R$ 631,08 ; R$ 6,31 ;0,72%
GUDI2RAO2;GUDI2;RAO2;MG;SP; R$ 248,72 ; R$ 292,23 ; R$ 344,61 ; R$ 440,15 ; R$ 607,73 ; R$ 900,25 ; R$ 9,01 ;0,83%
GUDI2REC;GUDI2;REC;MG;PE; R$ 293,72 ; R$ 345,10 ; R$ 406,94 ; R$ 519,78 ; R$ 717,66 ; R$ 1.063,09 ; R$ 10,62 ;1,24%
GUDI2RIO;GUDI2;RIO;MG;RJ; R$ 156,72 ; R$ 184,13 ; R$ 217,13 ; R$ 277,34 ; R$ 382,93 ; R$ 567,23 ; R$ 5,67 ;0,72%
