UF;CIDADE;BUSCA;REF;CLASSIFICACAO_CAP_IN;CAP_INT;REGIÇO;JAMEF;FILIAL_ATENDIMENTO
MA;MATOES DO NORTE;MAMATOES DO NORTE;MAI1;Interior-1;I1;Nordeste;SLZ;SÆo Luis - MA
SC;MATOS COSTA;SCMATOS COSTA;SCI1;Interior-1;I1;Sul;ITJ;Itajai - SC
MG;MATOZINHOS;MGMATOZINHOS;MGC;Capital;C;Sudeste;BHZ;Belo Horizonte - MG
GO;MATRINCHA;GOMATRINCHA;GOI2;Interior-2;I2;Centro Oeste;GYN;Goiania - GO
AL;MATRIZ DE CAMARAGIBE;ALMATRIZ DE CAMARAGIBE;ALI2;Interior-2;I2;Nordeste;MCZ;Maceio - AL
MT;MATUPA;MTMATUPA;MTI2;Interior-2;I2;Centro Oeste;CGB;Brasilia - DF
PB;MATUREIA;PBMATUREIA;PBI2;Interior-2;I2;Nordeste;JPA;JoÆo Pessoa - PB
MG;MATUTINA;MGMATUTINA;MGI2;Interior-2;I2;Sudeste;UDI;Uberlƒndia - MG
SP;MAUA;SPMAUA;SPC;Capital;C;Sudeste;SAO;SÆo Paulo - SP
PR;MAUA DA SERRA;PRMAUA DA SERRA;PRI2;Interior-2;I2;Sul;LDB;Londrina - PR
GO;MAURILANDIA;GOMAURILANDIA;GOI2;Interior-2;I2;Centro Oeste;GYN;Goiania - GO
TO;MAURILANDIA DO TOCANTINS;TOMAURILANDIA DO TOCANTINS;TOI1;Interior-1;I1;Norte;BSB;Brasilia - DF
CE;MAURITI;CEMAURITI;CEI2;Interior-2;I2;Nordeste;FOR;Fortaleza - CE
RN;MAXARANGUAPE;RNMAXARANGUAPE;RNI1;Interior-1;I1;Nordeste;NAT;Natal - RN
RS;MAXIMILIANO DE ALMEIDA;RSMAXIMILIANO DE ALMEIDA;RSI1;Interior-1;I1;Sul;CXJ;Caxias do Sul - RS
MG;MEDEIROS;MGMEDEIROS;MGI2;Interior-2;I2;Sudeste;DIV;Divin¢polis - MG
BA;MEDEIROS NETO;BAMEDEIROS NETO;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
PR;MEDIANEIRA;PRMEDIANEIRA;PRI2;Interior-2;I2;Sul;LDB;Londrina - PR
PA;MEDICILANDIA;PAMEDICILANDIA;PAI2;Interior-2;I2;Norte;BEL;Bel‚m - PA
MG;MEDINA;MGMEDINA;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
SC;MELEIRO;SCMELEIRO;SCI1;Interior-1;I1;Sul;FLN;Florian¢polis - SC
PA;MELGACO;PAMELGACO;PAI1;Interior-1;I1;Norte;BSB;Brasilia - DF
MG;MENDES PIMENTEL;MGMENDES PIMENTEL;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
SP;MENDONCA;SPMENDONCA;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
PR;MERCEDES;PRMERCEDES;PRI2;Interior-2;I2;Sul;LDB;Londrina - PR
MG;MERCES;MGMERCES;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
SP;MERIDIANO;SPMERIDIANO;SPI1;Interior-1;I1;Sudeste;SJP;SÆo Jos‚ do Rio Preto - SP
CE;MERUOCA;CEMERUOCA;CEI2;Interior-2;I2;Nordeste;FOR;Fortaleza - CE
SP;MESOPOLIS;SPMESOPOLIS;SPI2;Interior-2;I2;Sudeste;SJP;SÆo Jos‚ do Rio Preto - SP
MG;MESQUITA;MGMESQUITA;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
RJ;MESQUITA;RJMESQUITA;RJC;Capital;C;Sudeste;RIO;Rio de Janeiro - RJ
AL;MESSIAS;ALMESSIAS;ALI1;Interior-1;I1;Nordeste;MCZ;Maceio - AL
RN;MESSIAS TARGINO;RNMESSIAS TARGINO;RNI2;Interior-2;I2;Nordeste;NAT;Natal - RN
PI;MIGUEL ALVES;PIMIGUEL ALVES;PII2;Interior-2;I2;Nordeste;THE;Teresina - PI
BA;MIGUEL CALMON;BAMIGUEL CALMON;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
PI;MIGUEL LEAO;PIMIGUEL LEAO;PII1;Interior-1;I1;Nordeste;THE;Teresina - PI
RJ;MIGUEL PEREIRA;RJMIGUEL PEREIRA;RJI1;Interior-1;I1;Sudeste;RIO;Rio de Janeiro - RJ
SP;MIGUELOPOLIS;SPMIGUELOPOLIS;SPI2;Interior-2;I2;Sudeste;RAO;RibeirÆo Preto - SP
BA;MILAGRES;BAMILAGRES;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
CE;MILAGRES;CEMILAGRES;CEI1;Interior-1;I1;Nordeste;FOR;Fortaleza - CE
MA;MILAGRES DO MARANHAO;MAMILAGRES DO MARANHAO;MAI2;Interior-2;I2;Nordeste;SLZ;SÆo Luis - MA
CE;MILHA;CEMILHA;CEI2;Interior-2;I2;Nordeste;FOR;Fortaleza - CE
PI;MILTON BRANDAO;PIMILTON BRANDAO;PII2;Interior-2;I2;Nordeste;THE;Teresina - PI
GO;MIMOSO DE GOIAS;GOMIMOSO DE GOIAS;GOI2;Interior-2;I2;Centro Oeste;GYN;Goiania - GO
ES;MIMOSO DO SUL;ESMIMOSO DO SUL;ESI2;Interior-2;I2;Sudeste;VIX;Espirito Santo - ES
GO;MINACU;GOMINACU;GOI2;Interior-2;I2;Centro Oeste;GYN;Goiania - GO
AL;MINADOR DO NEGRAO;ALMINADOR DO NEGRAO;ALI2;Interior-2;I2;Nordeste;MCZ;Maceio - AL
RS;MINAS DO LEAO;RSMINAS DO LEAO;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
MG;MINAS NOVAS;MGMINAS NOVAS;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
MG;MINDURI;MGMINDURI;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
GO;MINEIROS;GOMINEIROS;GOI2;Interior-2;I2;Centro Oeste;GYN;Goiania - GO
SP;MINEIROS DO TIETE;SPMINEIROS DO TIETE;SPI1;Interior-1;I1;Sudeste;BAU;Bauru - SP
SP;MIRA ESTRELA;SPMIRA ESTRELA;SPI2;Interior-2;I2;Sudeste;SJP;SÆo Jos‚ do Rio Preto - SP
MG;MIRABELA;MGMIRABELA;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
SP;MIRACATU;SPMIRACATU;SPI2;Interior-2;I2;Sudeste;SAO;SÆo Paulo - SP
RJ;MIRACEMA;RJMIRACEMA;RJI2;Interior-2;I2;Sudeste;RIO;Rio de Janeiro - RJ
TO;MIRACEMA DO TOCANTINS;TOMIRACEMA DO TOCANTINS;TOI1;Interior-1;I1;Norte;BSB;Brasilia - DF
MA;MIRADOR;MAMIRADOR;MAI1;Interior-1;I1;Nordeste;SLZ;SÆo Luis - MA
PR;MIRADOR;PRMIRADOR;PRI1;Interior-1;I1;Sul;CWB;Curitiba - PR
MG;MIRADOURO;MGMIRADOURO;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
RS;MIRAGUAI;RSMIRAGUAI;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
MG;MIRAI;MGMIRAI;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
CE;MIRAIMA;CEMIRAIMA;CEI2;Interior-2;I2;Nordeste;FOR;Fortaleza - CE
MS;MIRANDA;MSMIRANDA;MSI2;Interior-2;I2;Centro Oeste;CGR;Brasilia - DF
MA;MIRANDA DO NORTE;MAMIRANDA DO NORTE;MAI2;Interior-2;I2;Nordeste;SLZ;SÆo Luis - MA
PE;MIRANDIBA;PEMIRANDIBA;PEI2;Interior-2;I2;Nordeste;REC;Recife - PE
SP;MIRANDOPOLIS;SPMIRANDOPOLIS;SPI2;Interior-2;I2;Sudeste;SJP;SÆo Jos‚ do Rio Preto - SP
BA;MIRANGABA;BAMIRANGABA;BAI1;Interior-1;I1;Nordeste;FES;Feira de Santana - BA
TO;MIRANORTE;TOMIRANORTE;TOI1;Interior-1;I1;Norte;BSB;Brasilia - DF
BA;MIRANTE;BAMIRANTE;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
SP;MIRANTE DO PARANAPANEMA;SPMIRANTE DO PARANAPANEMA;SPI2;Interior-2;I2;Sudeste;SJP;SÆo Jos‚ do Rio Preto - SP
PR;MIRASELVA;PRMIRASELVA;PRI1;Interior-1;I1;Sul;CWB;Curitiba - PR
SP;MIRASSOL;SPMIRASSOL;SPI1;Interior-1;I1;Sudeste;SJP;SÆo Jos‚ do Rio Preto - SP
MT;MIRASSOL D'OESTE;MTMIRASSOL D'OESTE;MTI2;Interior-2;I2;Centro Oeste;CGB;Brasilia - DF
SP;MIRASSOLANDIA;SPMIRASSOLANDIA;SPI1;Interior-1;I1;Sudeste;SJP;SÆo Jos‚ do Rio Preto - SP
MG;MIRAVANIA;MGMIRAVANIA;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
SC;MIRIM DOCE;SCMIRIM DOCE;SCI1;Interior-1;I1;Sul;ITJ;Itajai - SC
MA;MIRINZAL;MAMIRINZAL;MAI2;Interior-2;I2;Nordeste;SLZ;SÆo Luis - MA
PR;MISSAL;PRMISSAL;PRI2;Interior-2;I2;Sul;LDB;Londrina - PR
CE;MISSAO VELHA;CEMISSAO VELHA;CEI1;Interior-1;I1;Nordeste;FOR;Fortaleza - CE
PA;MOCAJUBA;PAMOCAJUBA;PAI2;Interior-2;I2;Norte;BEL;Bel‚m - PA
SP;MOCOCA;SPMOCOCA;SPI1;Interior-1;I1;Sudeste;RAO;RibeirÆo Preto - SP
SC;MODELO;SCMODELO;SCI1;Interior-1;I1;Sul;ITJ;Itajai - SC
MG;MOEDA;MGMOEDA;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
MG;MOEMA;MGMOEMA;MGI2;Interior-2;I2;Sudeste;DIV;Divin¢polis - MG
PB;MOGEIRO;PBMOGEIRO;PBI1;Interior-1;I1;Nordeste;JPA;JoÆo Pessoa - PB
SP;MOGI DAS CRUZES;SPMOGI DAS CRUZES;SPC;Capital;C;Sudeste;SAO;SÆo Paulo - SP
SP;MOGI GUACU;SPMOGI GUACU;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
SP;MOGI MIRIM;SPMOGI MIRIM;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
GO;MOIPORA;GOMOIPORA;GOI1;Interior-1;I1;Centro Oeste;GYN;Goiania - GO
SE;MOITA BONITA;SEMOITA BONITA;SEI2;Interior-2;I2;Nordeste;AJU;Aracaju - SE
PA;MOJU;PAMOJU;PAI2;Interior-2;I2;Norte;BEL;Bel‚m - PA
PA;MOJUI DOS CAMPOS;PAMOJUI DOS CAMPOS;PAI2;Interior-2;I2;Norte;BEL;Bel‚m - PA
CE;MOMBACA;CEMOMBACA;CEI2;Interior-2;I2;Nordeste;FOR;Fortaleza - CE
SP;MOMBUCA;SPMOMBUCA;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
MA;MONCAO;MAMONCAO;MAI1;Interior-1;I1;Nordeste;SLZ;SÆo Luis - MA
SP;MONCOES;SPMONCOES;SPI1;Interior-1;I1;Sudeste;SJP;SÆo Jos‚ do Rio Preto - SP
SC;MONDAI;SCMONDAI;SCI2;Interior-2;I2;Sul;FLN;Florian¢polis - SC
SP;MONGAGUA;SPMONGAGUA;SPI1;Interior-1;I1;Sudeste;SAO;SÆo Paulo - SP
MG;MONJOLOS;MGMONJOLOS;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
PI;MONSENHOR GIL;PIMONSENHOR GIL;PII1;Interior-1;I1;Nordeste;THE;Teresina - PI
PI;MONSENHOR HIPOLITO;PIMONSENHOR HIPOLITO;PII1;Interior-1;I1;Nordeste;THE;Teresina - PI
MG;MONSENHOR PAULO;MGMONSENHOR PAULO;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
CE;MONSENHOR TABOSA;CEMONSENHOR TABOSA;CEI1;Interior-1;I1;Nordeste;FOR;Fortaleza - CE
PB;MONTADAS;PBMONTADAS;PBI1;Interior-1;I1;Nordeste;JPA;JoÆo Pessoa - PB
MG;MONTALVANIA;MGMONTALVANIA;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
ES;MONTANHA;ESMONTANHA;ESI2;Interior-2;I2;Sudeste;VIX;Espirito Santo - ES
RN;MONTANHAS;RNMONTANHAS;RNI2;Interior-2;I2;Nordeste;NAT;Natal - RN
RS;MONTAURI;RSMONTAURI;RSI1;Interior-1;I1;Sul;CXJ;Caxias do Sul - RS
PA;MONTE ALEGRE;PAMONTE ALEGRE;PAI2;Interior-2;I2;Norte;BSB;Brasilia - DF
RN;MONTE ALEGRE;RNMONTE ALEGRE;RNI1;Interior-1;I1;Nordeste;NAT;Natal - RN
GO;MONTE ALEGRE DE GOIAS;GOMONTE ALEGRE DE GOIAS;GOI2;Interior-2;I2;Centro Oeste;GYN;Goiania - GO
MG;MONTE ALEGRE DE MINAS;MGMONTE ALEGRE DE MINAS;MGI2;Interior-2;I2;Sudeste;UDI;Uberlƒndia - MG
SE;MONTE ALEGRE DE SERGIPE;SEMONTE ALEGRE DE SERGIPE;SEI2;Interior-2;I2;Nordeste;AJU;Aracaju - SE
PI;MONTE ALEGRE DO PIAUI;PIMONTE ALEGRE DO PIAUI;PII2;Interior-2;I2;Nordeste;THE;Teresina - PI
SP;MONTE ALEGRE DO SUL;SPMONTE ALEGRE DO SUL;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
RS;MONTE ALEGRE DOS CAMPOS;RSMONTE ALEGRE DOS CAMPOS;RSI1;Interior-1;I1;Sul;CXJ;Caxias do Sul - RS
SP;MONTE ALTO;SPMONTE ALTO;SPI1;Interior-1;I1;Sudeste;RAO;RibeirÆo Preto - SP
SP;MONTE APRAZIVEL;SPMONTE APRAZIVEL;SPI1;Interior-1;I1;Sudeste;SJP;SÆo Jos‚ do Rio Preto - SP
MG;MONTE AZUL;MGMONTE AZUL;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
SP;MONTE AZUL PAULISTA;SPMONTE AZUL PAULISTA;SPI1;Interior-1;I1;Sudeste;SJP;SÆo Jos‚ do Rio Preto - SP
MG;MONTE BELO;MGMONTE BELO;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
RS;MONTE BELO DO SUL;RSMONTE BELO DO SUL;RSI1;Interior-1;I1;Sul;CXJ;Caxias do Sul - RS
SC;MONTE CARLO;SCMONTE CARLO;SCI1;Interior-1;I1;Sul;ITJ;Itajai - SC
MG;MONTE CARMELO;MGMONTE CARMELO;MGI2;Interior-2;I2;Sudeste;UDI;Uberlƒndia - MG
SC;MONTE CASTELO;SCMONTE CASTELO;SCI2;Interior-2;I2;Sul;JOI;Joinville - SC
SP;MONTE CASTELO;SPMONTE CASTELO;SPI2;Interior-2;I2;Sudeste;SJP;SÆo Jos‚ do Rio Preto - SP
RN;MONTE DAS GAMELEIRAS;RNMONTE DAS GAMELEIRAS;RNI2;Interior-2;I2;Nordeste;NAT;Natal - RN
TO;MONTE DO CARMO;TOMONTE DO CARMO;TOI1;Interior-1;I1;Norte;BSB;Brasilia - DF
MG;MONTE FORMOSO;MGMONTE FORMOSO;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
PB;MONTE HOREBE;PBMONTE HOREBE;PBI1;Interior-1;I1;Nordeste;JPA;JoÆo Pessoa - PB
SP;MONTE MOR;SPMONTE MOR;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
BA;MONTE SANTO;BAMONTE SANTO;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
MG;MONTE SANTO DE MINAS;MGMONTE SANTO DE MINAS;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
TO;MONTE SANTO DO TOCANTINS;TOMONTE SANTO DO TOCANTINS;TOI1;Interior-1;I1;Norte;BSB;Brasilia - DF
MG;MONTE SIAO;MGMONTE SIAO;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
PB;MONTEIRO;PBMONTEIRO;PBI2;Interior-2;I2;Nordeste;JPA;JoÆo Pessoa - PB
SP;MONTEIRO LOBATO;SPMONTEIRO LOBATO;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
AL;MONTEIROPOLIS;ALMONTEIROPOLIS;ALI2;Interior-2;I2;Nordeste;MCZ;Maceio - AL
RS;MONTENEGRO;RSMONTENEGRO;RSI1;Interior-1;I1;Sul;CXJ;Caxias do Sul - RS
MA;MONTES ALTOS;MAMONTES ALTOS;MAI2;Interior-2;I2;Nordeste;SLZ;SÆo Luis - MA
MG;MONTES CLAROS;MGMONTES CLAROS;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
GO;MONTES CLAROS DE GOIAS;GOMONTES CLAROS DE GOIAS;GOI2;Interior-2;I2;Centro Oeste;GYN;Goiania - GO
MG;MONTEZUMA;MGMONTEZUMA;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
GO;MONTIVIDIU;GOMONTIVIDIU;GOI2;Interior-2;I2;Centro Oeste;GYN;Goiania - GO
GO;MONTIVIDIU DO NORTE;GOMONTIVIDIU DO NORTE;GOI1;Interior-1;I1;Centro Oeste;GYN;Goiania - GO
CE;MORADA NOVA;CEMORADA NOVA;CEI2;Interior-2;I2;Nordeste;FOR;Fortaleza - CE
MG;MORADA NOVA DE MINAS;MGMORADA NOVA DE MINAS;MGI2;Interior-2;I2;Sudeste;DIV;Divin¢polis - MG
CE;MORAUJO;CEMORAUJO;CEI1;Interior-1;I1;Nordeste;FOR;Fortaleza - CE
PE;MOREILANDIA;PEMOREILANDIA;PEI2;Interior-2;I2;Nordeste;REC;Recife - PE
PR;MOREIRA SALES;PRMOREIRA SALES;PRI2;Interior-2;I2;Sul;MGF;Maringa - PR
PE;MORENO;PEMORENO;PEI1;Interior-1;I1;Nordeste;REC;Recife - PE
RS;MORMACO;RSMORMACO;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
BA;MORPARA;BAMORPARA;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
PR;MORRETES;PRMORRETES;PRI1;Interior-1;I1;Sul;CWB;Curitiba - PR
CE;MORRINHOS;CEMORRINHOS;CEI1;Interior-1;I1;Nordeste;FOR;Fortaleza - CE
GO;MORRINHOS;GOMORRINHOS;GOI2;Interior-2;I2;Centro Oeste;GYN;Goiania - GO
RS;MORRINHOS DO SUL;RSMORRINHOS DO SUL;RSI1;Interior-1;I1;Sul;CXJ;Caxias do Sul - RS
SP;MORRO AGUDO;SPMORRO AGUDO;SPI1;Interior-1;I1;Sudeste;RAO;RibeirÆo Preto - SP
GO;MORRO AGUDO DE GOIAS;GOMORRO AGUDO DE GOIAS;GOI1;Interior-1;I1;Centro Oeste;GYN;Goiania - GO
PI;MORRO CABECA NO TEMPO;PIMORRO CABECA NO TEMPO;PII2;Interior-2;I2;Nordeste;THE;Teresina - PI
SC;MORRO DA FUMACA;SCMORRO DA FUMACA;SCI1;Interior-1;I1;Sul;FLN;Florian¢polis - SC
MG;MORRO DA GARCA;MGMORRO DA GARCA;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
BA;MORRO DO CHAPEU;BAMORRO DO CHAPEU;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
PI;MORRO DO CHAPEU DO PIAUI;PIMORRO DO CHAPEU DO PIAUI;PII1;Interior-1;I1;Nordeste;THE;Teresina - PI
MG;MORRO DO PILAR;MGMORRO DO PILAR;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
SC;MORRO GRANDE;SCMORRO GRANDE;SCI1;Interior-1;I1;Sul;FLN;Florian¢polis - SC
RS;MORRO REDONDO;RSMORRO REDONDO;RSI1;Interior-1;I1;Sul;POA;Porto Alegre - RS
RS;MORRO REUTER;RSMORRO REUTER;RSI1;Interior-1;I1;Sul;CXJ;Caxias do Sul - RS
MA;MORROS;MAMORROS;MAI1;Interior-1;I1;Nordeste;SLZ;SÆo Luis - MA
BA;MORTUGABA;BAMORTUGABA;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
SP;MORUNGABA;SPMORUNGABA;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
GO;MOSSAMEDES;GOMOSSAMEDES;GOI1;Interior-1;I1;Centro Oeste;GYN;Goiania - GO
RN;MOSSORO;RNMOSSORO;RNI1;Interior-1;I1;Nordeste;NAT;Natal - RN
RS;MOSTARDAS;RSMOSTARDAS;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
SP;MOTUCA;SPMOTUCA;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
GO;MOZARLANDIA;GOMOZARLANDIA;GOI2;Interior-2;I2;Centro Oeste;GYN;Goiania - GO
PA;MUANA;PAMUANA;PAI1;Interior-1;I1;Norte;BSB;Brasilia - DF
CE;MUCAMBO;CEMUCAMBO;CEI2;Interior-2;I2;Nordeste;FOR;Fortaleza - CE
BA;MUCUGE;BAMUCUGE;BAI1;Interior-1;I1;Nordeste;FES;Feira de Santana - BA
RS;MUCUM;RSMUCUM;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
BA;MUCURI;BAMUCURI;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
ES;MUCURICI;ESMUCURICI;ESI2;Interior-2;I2;Sudeste;VIX;Espirito Santo - ES
RS;MUITOS CAPOES;RSMUITOS CAPOES;RSI1;Interior-1;I1;Sul;CXJ;Caxias do Sul - RS
RS;MULITERNO;RSMULITERNO;RSI1;Interior-1;I1;Sul;CXJ;Caxias do Sul - RS
CE;MULUNGU;CEMULUNGU;CEI1;Interior-1;I1;Nordeste;FOR;Fortaleza - CE
PB;MULUNGU;PBMULUNGU;PBI2;Interior-2;I2;Nordeste;JPA;JoÆo Pessoa - PB
BA;MULUNGU DO MORRO;BAMULUNGU DO MORRO;BAI1;Interior-1;I1;Nordeste;FES;Feira de Santana - BA
BA;MUNDO NOVO;BAMUNDO NOVO;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
GO;MUNDO NOVO;GOMUNDO NOVO;GOI2;Interior-2;I2;Centro Oeste;GYN;Goiania - GO
MS;MUNDO NOVO;MSMUNDO NOVO;MSI2;Interior-2;I2;Centro Oeste;CGR;Brasilia - DF
MG;MUNHOZ;MGMUNHOZ;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
PR;MUNHOZ DE MELO;PRMUNHOZ DE MELO;PRI1;Interior-1;I1;Sul;CWB;Curitiba - PR
BA;MUNIZ FERREIRA;BAMUNIZ FERREIRA;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
ES;MUNIZ FREIRE;ESMUNIZ FREIRE;ESI2;Interior-2;I2;Sudeste;VIX;Espirito Santo - ES
BA;MUQUEM DE SAO FRANCISCO;BAMUQUEM DE SAO FRANCISCO;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
ES;MUQUI;ESMUQUI;ESI2;Interior-2;I2;Sudeste;VIX;Espirito Santo - ES
MG;MURIAE;MGMURIAE;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
SE;MURIBECA;SEMURIBECA;SEI1;Interior-1;I1;Nordeste;AJU;Aracaju - SE
AL;MURICI;ALMURICI;ALI1;Interior-1;I1;Nordeste;MCZ;Maceio - AL
PI;MURICI DOS PORTELAS;PIMURICI DOS PORTELAS;PII2;Interior-2;I2;Nordeste;THE;Teresina - PI
TO;MURICILANDIA;TOMURICILANDIA;TOI1;Interior-1;I1;Norte;BSB;Brasilia - DF
BA;MURITIBA;BAMURITIBA;BAI1;Interior-1;I1;Nordeste;FES;Feira de Santana - BA
SP;MURUTINGA DO SUL;SPMURUTINGA DO SUL;SPI2;Interior-2;I2;Sudeste;SJP;SÆo Jos‚ do Rio Preto - SP
BA;MUTUIPE;BAMUTUIPE;BAI2;Interior-2;I2;Nordeste;FES;Feira de Santana - BA
MG;MUTUM;MGMUTUM;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
GO;MUTUNOPOLIS;GOMUTUNOPOLIS;GOI1;Interior-1;I1;Centro Oeste;GYN;Goiania - GO
MG;MUZAMBINHO;MGMUZAMBINHO;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
MG;NACIP RAYDAN;MGNACIP RAYDAN;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
SP;NANTES;SPNANTES;SPI2;Interior-2;I2;Sudeste;SJP;SÆo Jos‚ do Rio Preto - SP
MG;NANUQUE;MGNANUQUE;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
RS;NAO-ME-TOQUE;RSNAO-ME-TOQUE;RSI2;Interior-2;I2;Sul;POA;Porto Alegre - RS
MG;NAQUE;MGNAQUE;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
SP;NARANDIBA;SPNARANDIBA;SPI1;Interior-1;I1;Sudeste;SJP;SÆo Jos‚ do Rio Preto - SP
RN;NATAL;RNNATAL;RNC;Capital;C;Nordeste;NAT;Natal - RN
MG;NATALANDIA;MGNATALANDIA;MGI2;Interior-2;I2;Sudeste;UDI;Uberlƒndia - MG
MG;NATERCIA;MGNATERCIA;MGI1;Interior-1;I1;Sudeste;BHZ;Belo Horizonte - MG
RJ;NATIVIDADE;RJNATIVIDADE;RJI2;Interior-2;I2;Sudeste;RIO;Rio de Janeiro - RJ
TO;NATIVIDADE;TONATIVIDADE;TOI1;Interior-1;I1;Norte;BSB;Brasilia - DF
SP;NATIVIDADE DA SERRA;SPNATIVIDADE DA SERRA;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
PB;NATUBA;PBNATUBA;PBI1;Interior-1;I1;Nordeste;JPA;JoÆo Pessoa - PB
SC;NAVEGANTES;SCNAVEGANTES;SCI1;Interior-1;I1;Sul;JOI;Joinville - SC
MS;NAVIRAI;MSNAVIRAI;MSI2;Interior-2;I2;Centro Oeste;CGR;Brasilia - DF
BA;NAZARE;BANAZARE;BAI1;Interior-1;I1;Nordeste;FES;Feira de Santana - BA
TO;NAZARE;TONAZARE;TOI2;Interior-2;I2;Norte;BSB;Brasilia - DF
PE;NAZARE DA MATA;PENAZARE DA MATA;PEI1;Interior-1;I1;Nordeste;REC;Recife - PE
PI;NAZARE DO PIAUI;PINAZARE DO PIAUI;PII1;Interior-1;I1;Nordeste;THE;Teresina - PI
SP;NAZARE PAULISTA;SPNAZARE PAULISTA;SPI1;Interior-1;I1;Sudeste;CPQ;Campinas - SP
MG;NAZARENO;MGNAZARENO;MGI2;Interior-2;I2;Sudeste;BHZ;Belo Horizonte - MG
PB;NAZAREZINHO;PBNAZAREZINHO;PBI1;Interior-1;I1;Nordeste;JPA;JoÆo Pessoa - PB
PI;NAZARIA;PINAZARIA;PII1;Interior-1;I1;Nordeste;THE;Teresina - PI
GO;NAZARIO;GONAZARIO;GOI1;Interior-1;I1;Centro Oeste;GYN;Goiania - GO
SE;NEOPOLIS;SENEOPOLIS;SEI2;Interior-2;I2;Nordeste;AJU;Aracaju - SE
MG;NEPOMUCENO;MGNEPOMUCENO;MGI2;Interior-2;I2;Sudeste;DIV;Divin¢polis - MG
GO;NEROPOLIS;GONEROPOLIS;GOI1;Interior-1;I1;Centro Oeste;GYN;Goiania - GO
